at,score,content
2024-09-26 11:25:22,5,"Nyaman dan menyenangkan belanja lewat aplikasi, ngak perlu keluar rumah buat beli kebutuhan, bisa scroll sepuasnya lihat-lihat promo dan diskon, sampe yang belum perlu juga dibelanjain buat stok mumpung lagi harga anjlok, tambah lagi ada program tebus murah Untuk ibu rumah tangga terutama yang punya anak masih balita seperti aku, pembelian via Alfagift sangat membantu, pilihan metode pembayaran banyak, waktu pengantaran juga fleksibel, pengirim juga selalu komunikasi dahulu sebelum pengantaran👍"
2024-11-16 19:32:58,4,"Sebenernya bagus, apalagi kalo pesan antar gratis ongkirnya, sayangnya kalau mau tanya status pengiriman chatnya gak bisa diketik sendiri cuma bisa pake pertanyaan bot yg kalian buat. Mungkin untuk menjaga ketertiban pengguna ya, menghindari kalimat tidak baik dan vulgar, tapi agak sulit juga untuk pengguna lain karena kita mau tanya barangnya dikasih ke siapa aja gak bisa sedangkan kurir kadang kirim bukti penerimaan malah foto jalan bukan penerima. Terimakasih sebelumnya"
2024-09-16 20:37:31,1,"Tolong dong kasih fitur pilih gerai, jangan otomatis gini, kecewa saya, pesen beras dari jam 9 pagi, nyampe rumahnya jam 8 malem, akhirnya saya beli beras manual di indomaret, niatnya mau mudah dan cepet malah dapet gerai ampas, udah ngasih opsi pengirimam maksimal 1 jam setelah pemesanan tetep aja ga ada fungsinya, pas ditanya ke kurir kenapa lama, jawabnya appnya baru dicek jadi pesanan baru keliatan, kocak banget emang"
2024-11-27 03:16:20,1,"Ada sedikit kendala di sistem alfagift punya q,kenapa setelah diperbaharui aplikasinya jadi gk bisa dpake,setiap kali dibuka muncul tulisan baca syarat dan ketentuan giliran mau dibaca eh mlah tulisannya kosong. Mau masuk buat belanja selalu seperti itu. Tolong untuk pihak alfagift ditingkatkan lagi pelayanannya untuk kasus yg saya keluhkan.🙏"
2024-08-27 22:10:14,1,"Aplikasi ga jelas, pesanan ga di antar antar padahal bilangnya estimasi 1 jam tapi sudah 1 jam lebih tidak ada kejelasan juga, sedang di proses terus keterangannya. Di telpon dan di chat pun tidak ada tanggapan, tidak bisa dibatalkan juga pesanannya. Tolong lebih diperbaiki lagi dong!!!!"
2025-02-11 12:35:57,5,"Pengiriman cepat,barang lengkap , banyak promo"
2024-10-07 14:35:35,5,"Bintang 5 🌟🌟🌟🌟🌟 dong buat Alfagift karena belanja harian bulanan amaan dan bisa bikin untung dengan promo JSM . Order gk sampe setengah jam langsung nyampe rumah depan pintu 🤩 Apalagi banyak sekali promo dan ada program belanja bebas untung lainnya 😍makin hemat, pengiriman cepat dan juga bebas gratis ongkir sepuasnya. TERIMAKASIH ALFAGIFT..semoga makin banyak promo menarik lainnya dan makin banyak hadiah dari program Alfa star 💫💫❤️"
2024-09-17 10:49:21,5,"saya menyukai aplikasi ini dari pada aplikasi si biru (klik) tampilan memang lebih sederhana dari pada sebelah tapi kecepatan dalam membuka setiap menu sub kategori,jenis barang, promo, back atau payment lebih lancar. saya tidak peduli dengan tampilan wah.. atau menu terlalu banyak jika berat untuk di jalankan. saya hanya membutuhkan waktu 10-15mnt untuk belanja dan itu benar² menghemat waktu saya. ada opsi pesan antar dan pickup menjadi poin plus dalam hal ini."
2024-09-03 09:16:08,5,"Aplikasi yg sangat membantu untuk saya berbelanja kebutuhan pribadi yang tidak bisa ke outlet langsung.. bahkan harga lebih murah di aplikasi dibanding beli langsung di outletnya.. senang berbelanja di alfagiftt.. saya berharap pihak alfagift dapat membuka pembayaran secara COD .. Trimakasih Alfagift, belanja mudah, kebutuhan terpenuhi"
2024-08-29 17:55:18,5,"Mantap dan gokil' alfagif benar ""memberikan pengalaman berbelanja yang beda, selain pelayanan dan kurirnya yang ramah, banyak banget promo dan diskon seru, belanja jadi jadi lebih mudah dan cepat pengiriman juga sesuai dengan waktu yang kita inginkan. Dan gak ribet""lagi harus pergi ke toko apalagi kalo lagi sibuk dirumah. Semoga makin banyak lagi promo menarik seru lainnya. Terimakasih Alfamart belanja jadi lebih mudah,murah, praktis dan ekonomis 👍 Belanja puas harga pas👍 Alfamart berjaya 💪"
2024-10-01 12:34:12,5,"Aku kasih bintang 5 untuk aplikasi Alfagift, karena belanja untung dengan program BENERAN CASHBACK 25%. Pengalaman aku pribadi berbelanja dengan program tersebut sangat membantu dan pastinya belanja lebih hemat karena beneran dapat cashback 25%. Harapan kedepannya sih semoga Alfagift selalu memberikan promo promo yang lebih menarik untuk para pelanggannya agar belanja lebih untung, dan menjadi toko retail online paling recommended ♥️ 🥰"
2024-08-24 10:38:33,1,Aku uninstall cape sering banget logout sendiri. Padahal sering dibuka aplikasinya. Session anda telah berakhir. Ada yg berusaha login via device lain. Itu sayaaaa karena no yg terdaftar itu sudah gak aktif. Link verifikasi via email tp gagal trs. Kirim chat bantuan something wrong. Cape tau
2025-01-16 22:55:34,1,saya kasih bintang 1 dikarnakan setiap keluhan lambat prosesnya pngajuan pengembalian danapun berhari2 itu pun masih blm di acc juga
2024-12-30 16:32:53,1,Saya sarankan jgn lagi belanja di alfamart/alfamidi Krn stamp nya aja bisa hilang sendiri di aplikasi
2025-01-12 08:35:10,5,"Belanja di Alfa Mart harga terjangkau, banyak promo, segala kebutuhan pokok tersedia."
2024-10-09 07:52:06,5,"Belanja jadi lebih mudah Tinggal pencet² barang dateng ke rumah Pilihan pembayaran juga banyak , COD juga bisa Banyak promo menarik pula Tingkyu alfagift"
2025-02-02 13:00:46,1,"Apaan nih? Mw belanja cepet krna diantar, malah dpt toko yg jauh bener. Lama lg nganter nya. Harusnya fiturnya dibuat bsa pilih toko dlu, bru pilih item sesuai stok di alfa yg dipilih. Ini mah milih item tp ga tau yg anter alfa di mana, di ujung dunia lamaaaa.. Payah, uninstall."
2024-12-01 09:48:21,1,"Konfirmasi pesanan sebaiknya dilakukan oleh costumer saja, karena kurir selalu mengkonfirmasi pesanan telah diterima padahal nyatanya pesanan belum sampai di tenpat dan belum diterima."
2024-12-03 00:55:10,5,"Aku kasih bintang 5 untuk aplikasi alfagift,karena belanja untung dengan program serba gratis(gratis produk) di alfagift Kemarin belanja sosis untung banget buy 1 get 1 karena ada program gratis produk sama dapet tebus murah blueband cuma 1 rupiah sosis 12 blueband 1 produk ultra 4 sama galon 1 cuma bayar 63.900 karena dapet voucher produk segar,voucher dana & voucher produk ultra Buat kedepannya semoga alfagift lebih banyak promonya lebih banyak vouchernya biar bisa lebih untung lagi."
2024-11-23 08:55:19,1,"Halo selamat pagi tolong untuk devoloper untuk lebih update ke depan nya, sya login gagal terus, akun di tutup saya chat customer gak di respon lalu bagaimana cara saya agar bisa login"
2025-02-13 17:21:03,5,"Pelayanannya sangat bagus sangat memuaskan, terima kasih ya alfagift mantap banget deeehhhhhhhh"
2024-12-23 15:03:05,2,"Kecewa belanja di Alfa gift, bayar nya berapa dikirimnya gak lengkap mau tanya di chat sama kurir tapi gak bisa gimana dong nih aplikasi nya jelek harus banyak perbaikan. Berasa ditipu"
2024-11-23 15:04:03,1,"Sangat tidak memuaskan ,, bukan kesalahan costumer ,, brang ad di pencarian ,, sdah CO smua brang ,, tau2 nya di tlfon kurir 1 brang dlm keadaan rusak ,, ok barang di retur ,, tpii pngembalian dana nya berhari2 blom di terima jga ,, sngaaattt kecewa"
2025-02-11 09:06:01,5,"barang lengkap, banyak promo,pengiriman cepat"
2024-12-19 14:05:08,1,Setiap buka akun selalu di tutup nggak tau apa masalahnya. Udah 2 kali daftar pke nomor baru selalu aja di tutup. Nggak jelas. Setiap mau hubungi customer service nggak bisa mulu
2025-02-11 08:20:55,5,"aplikasi sangar, baik, pengiriman cepat"
2024-09-24 15:59:31,1,"pesanan ku kurang satu (oatside kopi) alasannya kosong dan mau diganti varian lain padahal jelas2 di apk ada, aku minta diganti cash tapi nyatanya nggak diganti cash ataupun barang. ALFAMART JL. TERS CANDI MENDUT"
2025-02-11 12:09:36,5,Sangat membantu untuk membeli barang kebutuhan sehari hari tanpa keluar rumah
2024-11-29 11:47:09,1,buruk sekali. Pengiriman barang belum diterima sdh seenaknya menyelesaikan status pesanan di aplikasi. Mana tidak mencantumkan no kurir yg bs dihubungi.!!
2024-12-22 07:15:18,5,Sangat membantu banget krn bisa beli drumah bayar dan tinggal ambil🥰
2025-02-11 11:00:59,5,Pengiriman cepat dan aplikasi mudah
2024-10-29 21:24:50,1,Prosesnya lama. Saya order jam setengah 7.. di aplikasi tertera maksimal diantar jam 9.. sampe jam 9 lebih blom diantar. Mau refund gak bisa
2024-11-28 15:24:19,2,Alfagitf ngasih opsi pengiriman maksimal 1 jam setelah bayar. Taunya pesen dr pagi dikirim sore. Peseb siang dkirimnya sore. Intinya kalo nerapin opsi gitu harus sesuai dong ya. Ini mau kular rumah ga bs krn nungguin alfagitf nganter. Parah²
2024-11-28 17:50:58,1,Aplikasinya sering disconnect padahal pake wifi full. Berapa kali pesanan saya di cencel gara² ini. Benerin dulu!
2024-11-25 23:39:17,3,"Kenapa ya Udah beberapa kali belanja langsung tp kok resi nya GK masuk aplikasi, poinnya jg gak bertambah Pdhal dulu aman2 aja , tp berapa bulan belakangan ini kok resi nya gk ada di aplikasi"
2024-12-26 11:26:50,2,"Klo bisa fitur komunikasi sama kurir nya di update, udah bener pake wa malah chat via apk, Mending klo ga error. Nyusahin kurir nya. Kasian."
2024-12-01 19:07:22,1,"Pengembalian dana selesai di aplikasi. Tapi dananya tidak dikembalikan. Bahkan terkesan diem dari pihak toko, aplikasi dan Customer service. Pelayanan sangat sangat lambat"
2025-02-12 07:35:24,1,kenapa aplikasinya loading terus tidak bisa kebuka
2024-12-02 16:10:47,5,"Aku kasih bintang 5 untuk aplikasi Alfagift, karena belanja untung dengan program Promo Gantung Pengalaman saya belanja dalam program Promo Gantung seru dan langsung serbu dalam pembelian produknya, emang selalu yanh terbaik Alfamart...yeyyy Harapan saya untuk Alfagift yaitu tetap memberikan hargaharga yang seauai dihati kami masyarakat yang pastinya murah meriah dan semakin di berkati ya Alfagift."
2024-11-21 06:39:29,1,"Ini kenapa ya setelah update kok stuck di syarat dan ketentuan, ada logo loading lama banget ga kelar"" sehingga aplikasi tidak bisa dipakai 😑😑😑"
2024-12-02 19:51:00,5,"Banyak banget promonya,, belanja 100 dapat voc cb 20k...weeoooow Hari inj belanja dan dapat lagi dong Harapannya kadang vocernya lama masuknya,, ditingkatkan bagian ini ya"
2025-02-13 12:02:55,2,"APLIKASI KLAU DALAM BELAJAN BARANG BAGUS CUMAN PEMBAYARAN TAGIHAN INI PROSESNYA LAMAAAAAAAAAAAAAA SEKALI SAYA BAYAR TAGIHAN TV DARI KEMARIN SORE SAMPAI PAGI INI BELUM BISA TAPI YANG SUDAH DI TARIK SAMA ALFAGIFT 🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤮🤮🤮🤮🤮🤮🤮🤢🤮 Saya sudah dm krim email telepon tidak pernah di respon tolonglah Tolong di percepat prosesnya dari kemarin sya di maki-maki sama ibu"" karena mau nonton sinetron belum bisa trusss tdi minta nomor pesanan dikirim tapu belum di proses"
2025-02-11 08:10:57,5,"pengiriman cepat, instan, efektif dan pegawai ramah"
2024-12-05 18:27:26,5,"rekom bgt buat kalian yg males kluar rmh tapi pngen belanja,selain gratis ongkir pengirimannya jga cepet"
2024-11-24 13:35:15,2,"Aplikasi nya bagus membantu banget, cuma kekurangan nya pada saat pengiriman pelayanan nya kurang bagus malah terbilang ngeyel udah dinotes barang simpen di pintu karyawan malah disimpen dipos satpam mana saya pesan es krim gimana bisa dimakan karyawan dibatasi akses ngambil barang cuma sampai pintu masuk karyawan dan gk diperbolehkan kedepan pos ujung nya es krim mencair gk kemakan mubadzir,padahal deket dari pos si kurir nya gak mau ke pintu karyawan!"
2024-12-22 08:17:31,5,"Pelayanan baik, cepat dan pasti ramah.. top deh"
2024-12-02 23:27:51,5,"Aku kasih bintang 5 karena belanja untung dengan program gantung. Pengalamanku belanja di alfamart karna banyak promo,dekat dari rumah,gampang buat milih,dan penjaganya ramah saat melayani saya , bisa dikirim ke rumah dengan gratis ongkir. Harapannya semoga alfamart untung terus semakin jaya. I love alfamart #hanyaalfagift"
2025-01-22 17:10:51,1,punya ku mlh gak bisa daftar padahal hp baru akun baru nomor pun baru jadi gmn ni kejelasanya pihak alfagift
2024-12-06 13:11:45,5,"Langganan banget sama Alfagift ini. Proses mudah, cepat, gak ribet. Tinggal tunggu depan pintu sampai👍 Mantap pokonya buat alfagift 👍"
2024-11-27 16:20:17,3,"Tolong bgt ini mah kenapa setiap verifikasi login ganti device itu susah bgt bgt bgt,bikin jengkel Padahal aplikasi ini cukup membantu Semoga bisa buat bahan perbaikan"
2024-09-02 16:43:10,5,Aplikasi yg sangat membantu untuk saya berbelanja kebutuhan pribadi yang tidak bisa ke outlet langsung.. bahkan harga lebih murah di aplikasi dibanding beli langsung di outletnya.. senang berbelanja di alfagiftt.. saya berharap pihak alfagift dapat membuka pembayaran secara COD
2024-11-21 11:40:43,1,"Baru install alfagif tapi beberapa kali belanja point tidak ada yg masuk,dan tanya ke kasir jawabannya kurang memuaskan sangat. uninstall lah..."
2024-12-01 23:21:15,1,Apk tolol capek bgt dari tadi asik di sini yang ini yang itu eh pas mau belik malah ngelek nya mintak ampun padahal jaringan bagus beda banget lah sama apk yang lain susah banget ini cuman mau pesen doang di ribeti
2025-02-10 09:14:33,4,Star knp terakir masuk tgl 7 yh Dan pesanan sudah diterima tp blm bisa dikonfirmasi
2024-11-18 09:34:04,1,"Jelek sekali,aplikasi mo dibuka aja susah,tukar poin diminta no.pin sama kasir aneh"" aja,gak niat dan tidak amanah Alfa,harga juga mahal"
2024-11-27 16:33:40,5,Dengan adax aplikasi ini mempermudah belanja di alfamart tanpa harus ke tokox tinggal klik tulis pesanan dan di langsung kirim makasih alfa semoga kedepanx tambah lancar
2025-01-09 18:33:51,4,"Pelayanan sudah bagus, tapi aplikasinya masih keliatan berat."
2024-11-24 16:24:48,1,Pengiriman asal tidak sesuai alamat tujuan dan bila komplain akun saya langsung di block...tidak bisa mengajukan pengembalian dana tidak puas dengan pelayanan e
2024-11-20 13:13:22,1,"Kembalikan setingan kaya dulu lagi ,yang drivernya bisa wa customer,karena agar ada barang yg salah ataupun rusak gampang (customer bisa menghubungi drivernya juga),kalo chat atau telfon lewat alfagift lama bacanya"
2024-12-14 17:54:35,1,"Percuma bikin aplikasi ginian, kl sdm nya blm proper, yang ada cuma kerugian doang kl produknya ga sesuai apps yg dikirim, mau komplain suruh dtg ke ritel, stupid"
2025-02-13 13:20:24,5,"Happy banget belanja di ALFAGIFT,banyak promonya🥳🥰🫰"
2024-12-02 23:06:38,5,"Knp Harus Alfagift ? Krn 1 Apk Mencangkup Semua Kebutuhan.. dari mulai kbutuhan pokok, pulsa, paket data dll,, Fitur'yPun Mudah digunakan, & Mendapatkan Beberapa Keuntungan Sbg Member,, Dari Mulai Promo JSM, Tukar Poin, Tebus Murah, Cashback,dll Sangat Membantu Kita di kehidupan sehari"" Proses Pengriman Cepat, Bnyak Pilihan Pembayaran Yg Mudah Serta Gratis Ongkir, & Masih Bnyak Keuntungan Lainnya.. Hrapan'y Smoga Alfagift Jdi Salah Satu APK yg Selalu Terdepan dgn pelayanan terbaik ig: dessy_wigi"
2024-12-09 21:08:43,1,"apaan jir apk jelek pesenan gua kaga nyampe, mana gabisa di lacak masih dimana. super lelet, fitur chatnya ga bener. skip berat gaakan lagi"
2025-02-11 12:50:21,5,"Banyak promo, belanja jadi lebih mudah"
2024-12-24 18:12:47,1,"Alfamart sekarang perlu dipertanyakan kualitasnya, apalagi didaerah tempat saya Sumatera selatan. Jln kapten anwar arsyad Demang lebar daun. LELET MAU BAYAR APLIKASI APA SAJA TERUS DAN SELALU DIBILANG "" JARINGAN "". Direksi Alfamart yang TERHORMAT tolong harus EKSTRA pilih karyawan, agar Alfamart tetap BERKUALITAS."
2025-02-09 11:50:19,5,Lengkap belanja banyak promo juga
2024-12-03 06:20:23,5,"Aku ksh bintang 5 karna alfagift banyak diskon potongan dan banyak hadiahnya bisa claim hadiah nya dr aplikasi alfagift hadiahnya pun menarik dan bagus2 ada Tumbler,wadah kramik,mainan anak AQ ud bnyak nukerin hadiah dr alfagift 🥰😍😍buat alfagift sukses selalu semoga makin banyak cabang di seluruh dunia aminn 🤲🤲🤲 jangan lupa banyakin promonya d stiap bulan nyaa😍😍😍😘😘😘"
2024-09-06 07:32:33,5,"aflikasi yang sangat menguntungkan untuk kita semua,selain kita dapat diskon kita juga dapat poin yang bisa di tukarkan dengan belanjaan.apalagi yang kita kaum mager malas untuk keluar rumah,dgn ada aplikasi ini kita tinggal buka aplikasi cekout belanjaan ,langsug dianter smpe depan rumah"
2025-02-11 09:48:32,5,Promo menarik dan pengiriman cepat
2025-02-11 12:11:16,5,"Pelayanan baik, ramah, barang belanja lengkap"
2024-08-29 07:32:07,5,Belanja dari alfagift banyak untungnya sering dapet harga spesial dan mendapatkan poin yang bisa dipakai untuk belanja selain itu aplikasi ini sangat membantu buat beli apapun seperti kebutuhan sehari hari dengan adanya pesan antar jdi gk ribet klo mau beli apapun.
2024-10-01 14:23:36,5,"Aplikasinya sangat membantu untuk belanja kebutuhan sehari-hari, apalagi aku orang nya mager banget bisa di antar kerumah. Gak lagi kebingungan buat belanja karena banyak promo diskonnya, barang lengkap, berbayarnya juga sangat mudah pokok nya sukses selalu alfagift 😍"
2024-11-23 12:29:22,1,"Kocak barang ngga datang tapi pesanan dibikin sudah diterima, balikin duit gw woy ngga jelas banget, udah dikasi lokasi nya masih aja ngga tau, terus gunanya ngasih lokasi buat apa??"
2025-02-11 12:57:24,5,Barang lengkap dan harga lumayan murah banyak diskon
2025-02-11 12:15:07,5,Bisa tau lokasi toko dan lebih bnyak info promo dengan fitur terbaru
2025-02-05 18:10:34,1,"Pas di keranjang error, habis itu voucher ku hilang padahal belum aku pakek"
2025-02-13 08:27:37,5,Pengiriman cepat dan banyak promo nya💪
2024-12-02 19:43:47,5,"Lebih enak dan lebih efisien belanja dialfagift,tidak perlu antri,belanjaan gratis ongkir juga.makasih alfagift.sangat puas"
2024-09-07 08:42:26,1,"tolong di perbaiki lagi metode pmbayaran,,sebagian metode tidak bisa digunakan,, padahal nama Pt Global Loyalty Indone udah muncul,,pas melakukan transaksi malah tidak bisa, muncul pesan layanan tidak tersedia, mohon hubungi..., [klo bisa tambahkan fitur batal pesanan, jadi klo ada kendala di mode pembayaran, bisa mengulangan pesanan atau ganti metode pembayaran yg lain]."
2025-02-11 06:46:00,5,Pengirimannya cepat dan banyak promonya
2025-02-11 10:18:38,5,Sangat membantu dalam mencari segala kebutuhan
2024-12-15 07:08:54,5,Belanja lebih hemat..praktis. .gak pake lama tinggal klik beres.
2025-02-13 08:07:02,5,Bebas ongkir dan pengiriman cepatt mantap deh
2024-09-04 18:42:03,5,"Aplikasinya bagus, dengan adanya alfagift ini saya bisa belanja dengan mudah tanpa harus ke toko, karena ada fitur antar barang tanpa bayar ongkir sehingga saya bisa lebih hemat. Selain itu juga benefit yang didapat seperti banyaknya promo atau pun voucher belanja menarik yang bisa di gunakan di aplikasi atau bisa juga digunakan di toko Alfamart langsung. 👍"
2025-02-13 14:11:26,5,sangat baik dan harga nya terjangkau
2024-12-19 11:22:06,4,Parah saat upgrade slh mll pasword pdhal udh bikin baru..ket slh mll pdhal bikin pasword bru.
2024-12-15 08:36:16,5,"Aku kasih bintang 5 karena aplikasi ini memang berguna banget bagi aku yang mageran banyak banget promo² nya terutama untuk tebus murahnya banyak banget variannya, diskon² produknya luar biasa banget bikin pengen cekout terus dan lebih untung lagi gratis ongkir tanpa batas dan tanpa minimum pembelian, harapanku pngn banget alfa semakin maju dan sukses pastinya banyak diskon disetiap waktu biar kita ga beralih ketoko lain 👍👍"
2025-02-11 16:11:45,5,Sangat membantu untuk belanja dirumah✨
2025-02-11 15:24:06,5,"Memudahkan saya berbelanja, dapat promo banyak dan nambah koin juga🥰🥰"
2025-02-11 13:59:37,5,"Banyak promo , belanja puas , harga pas"
2025-02-11 13:30:09,5,"pengiriman cepatt kurir baik,ganteng,sopann dan Soleh🥰"
2025-02-11 10:43:22,5,"Belanja puas harga pas, dan banyak promo☺"
2025-02-13 12:25:29,5,Pengiriman cepat dan banyak promoo
2025-02-13 08:33:04,5,Belanja di alfagift lebih mudah dan banyak promonya
2025-02-11 08:37:53,5,Pengiriman cepat kurirnya ramah juga👍👍
2025-02-12 16:07:26,4,Habis upgrade ke android 15 kok force close ya
2025-01-15 06:19:40,1,"Ga bisa bisa pilih lokasi pengiriman, malah ngebleng putih layarnya padahal GPS sdh di aktifkan"
2025-02-05 11:49:55,1,baru juga instal ..... baru mau buka tapi aplikasinya closing mulu
2025-02-11 09:16:11,5,"Pengiriman cepat , barang lengkap bisa pilih dari toko atau gudang"
2025-02-13 08:49:29,5,Memudahkan saat berbelanja dan banyak produk promo
2025-02-11 10:45:20,5,Belanja mudah dan gratis ongkir mantap pokoknya😍
2025-02-11 10:41:58,5,"Banyak promonya,,, Belanja puas harga pas ❤❤"
2024-09-03 11:52:56,5,"Belanja di Alfagift benar-benar bikin puas! Banyak promo menarik, diskon besar, sampai gratis ongkir, semua ada di sini. Produk yang aku butuhin selalu tersedia, dan pengirimannya super cepat! Metode pembayaran pun lengkap, jadi belanja jadi gampang banget."
2025-02-13 09:31:22,5,adanya alfagif kita karyawan dan konsumen sangat mudah sekali untuk belanja 👍👍 Dan harga sangat murah
2025-02-13 06:22:59,5,"Belanja puas harga pas, dan banyak bonusnya 🎉🥳"
2024-08-26 14:13:49,5,"#Terbaru Ini keren, mantap dan gokil. Dengan pengalaman ( menggunakan 2 Aplikasi retail untuk perbandingan ), hingga saat ini yg terbaik, sngat mudah diakses belanja dngan online, simpel, mudah dan terbaik. Mungkin bagi pengguna bru sja bsa lngsung belanja dngan mudah, karena dr proses pertama login hingga checkout sngat mudah dipahami. Selain itu akses toko, kurir dan pelayanan baik. ( sangat cocok untuk yang tidak ad kendaraan dan mageran ). Thanks Alfa teruslah berikan yg terbaik"
2025-02-11 11:43:24,5,Sangat membantu saya untuk belanja.terimakasih alfamart
2024-09-02 20:34:19,5,Aplikasi yang sangat membantu untuk saya berbelanja kebutuhan pribadi yang tidak bisa ke toko secara langsung ..bahkan banyak potongan lagi di aplikasi sehingga lebih tertarik belanja lewat alfagift ........saya berharap alfagif selalu memberikan potongan lebih banyak lagi
2025-02-10 21:30:14,5,"Luar biasa, belanja semakin mudah tanpa ribet 👍👍"
2025-02-11 08:53:25,5,Pengiriman Cepat Barang Lengkap Banyak Promo Paten
2025-02-11 11:06:09,5,Belanja jadi mudah dan banyak promonya
2024-12-12 05:51:54,5,"Aplikasi ini ngebantu banget,di saat mau belanja GK ada kendaraan,ada alfagif di antar smpe rumah🤗"
2025-02-11 09:24:02,5,"Pengiriman cepat,gratis ongkir lagi"
2025-02-11 10:25:27,5,Pengiriman cepat Banyak promo Barang lengkap
2025-02-11 17:13:09,5,Pengiriman cepat Banyak promo Barang lengkap
2024-08-27 11:11:41,5,"Aplikasi alfagift sangat membantu buat kamu yang suka belanja apalagi berburu promo karena bisa liat langsung promo yang ada ditoko cukup lewat aplikasi aja,,Wahh menarik kann apalagi ada tambahan dapat poin belanja,,terus poinnya nanti bisa ditukarkan lagi untuk belajaa💃🤗🔥"
2025-02-13 16:47:38,1,KENAPA AKUN SAYA TERBLOKIR TIDAK JELAS BOSS.. SETIAP HARI SAYA BELANJA DI SINI. Tempat pengaduan gak ada. Gak cepat
2025-02-13 14:57:18,5,"Happy banget belanja di alfagift, banyak promonya."
2024-12-10 16:54:27,5,terima kasih alfagift. cukup membantu ibu2 yg punya balita seperti sy kalo lg urgent belanja tp blm bs keluar rumah.
2024-09-02 16:42:35,1,"Aplkasi nya sekarang jadi lambat BANGET, etalase hitam putih terus tidak keluar gambar produknya, mau melakukan pembayaran gagal loading terus. Padahal sinyal /jaringan bagus, wifi lancar, kouta lancar, namun saat menggunakan aplikasi alfagift aplkasi nya lelet banget."
2025-02-11 08:58:23,5,Pengiriman cepat Banyak promo Murah meriah Barang super lengkap Keren cuyyy
2024-12-21 20:19:05,3,bagus sih tp kl belanja hrs 50 rb baru bisa cod
2025-02-11 15:57:30,5,"Pengiriman cepat, barang lengkap, banyak promo"
2025-02-13 06:41:19,5,"Banyak promo nya, seneng banget belanja di alfamart"
2025-02-11 07:14:54,5,"Pengiriman cepat,banyak promo menarik"
2024-12-03 06:27:33,5,Bintang 5 sangat cocok disematkan untuk aplikasi alfagift ini dengan program tebus murah nya Karena alfagift memberikan aku kemudahan dalam menghemat pengeluaran bulanan dengan program tebus murah yang selalu tersedia di aplikasi alfagift Semoga kedepannya Alfagift semakin banyak memberikan kemudahan dan penawaran yang murah untuk seluruh customer di Indonesia
2024-11-25 11:03:36,1,Tolong di training lagi untuk attitude para kurir nya. Saya pesan Hampir 3 jam baru di antar dan tidak ada konfirmasi apapun padahal jarak termasuk dekat. Ketika sampai tidak ada permintaan maaf apapun seolah² tidak bersalah. Tolong bagi pihak Developer Apps nya di tambahkan FITUR TRACKING ATAU DI LAMPIRKAN NOMOR KURIR NYA YANG AKTIF AGAR BISA DI HUBUNGI !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2024-12-16 07:41:28,1,Aplikasi ga jelas ga bisa buat belanja selalu ada tulisan produk ini tidak bisa di beli di aplikasi
2025-01-12 22:02:42,1,Beli pake ALFA member malah di colong kasir poinnya Masa semudah itu nyolong poin kasirnya mana ga di kasih struk lagi Kan jadi percuma punya ni aplikasi buruk sekali
2024-12-20 21:51:50,3,"Aplikasi bagus membantu banget tapi tolong di upgrade lagi untuk voucher yang telah di gunakan bisa di tidai dengan tulisan telah di gunakan atau di hilang an saja, karna bingung banyak voucher tapi tidak ttau mana yg belum di gunakan dan tidak, tolong developer di bantu upgrade nantii saya tambahin bintang nya kalo sudah di upgrade"
2024-10-08 20:15:49,1,"aplikasi ga jelas, tiba² aplikasi gangguan dn pesanannya ga mau diantar pdhal pembayaran udh lunas, ditanya sampai kapan malah ga tau yakali mau nunggu smpe besok klo gtu mending beli sendiri lah"
2025-02-11 11:41:47,5,Pengiriman cepat Bqrang lengkap Banyak promo
2024-11-18 16:23:26,1,"selalu bermasalah paling di bikin seneng pas pertama order aja setelah itu zong banyak yg di jual di aplikasi dengan vocer menarik setelah mau klime vocer ga bisa katanya.. padahal udah udah bayarlewat gopay sangat buruk pernah beli vocer Alfamart di shopee pas mau beli klime vocer ga bisa . abis itu beli ke Alfamart di potong poin alfagift gak bisa karna lupa pin tapi setelah mau ubah pin gak bisa percuma ngumpulin poin bertahun2, dan juga harga di toko sama di kasir gak sama kan aneh kau"
2025-02-11 08:38:48,5,"pengiriman cepat,pelayanan ramah,barang lengkap"
2025-02-11 15:11:33,5,Wow belanja hemat harga pas. Gratis ongkir lagi😊
2025-02-13 16:42:05,5,Pengiriman cepat dan gratis ongkir
2025-01-28 13:42:40,1,"Padahal pilih opsi 1 jam sampai tapi Pengiriman sering delay beberapa jam,Tidak bisa mengajukan reffund saat baeang tiba padahal Barang yg saya terima juga tidak komplit (sudah mengalami sebanyak 3x)"
2024-11-13 15:16:42,2,Sangat membantu bagi yang mager keluar rumah..tapi sayang dipembayaran suka eror .. kadang kembali lagi ke berada disuruh ke pesanan tapi ketika klik bayar kembali ke berada lagi..kan capai.. Terus untuk apa ada pilihan layanan antar jam berapa.. seringnya pesen pagi atau siang kirimnya lebih dari 5 jam tanpa konfirmasi. Padahal barang yg kita beli akan segera digunakan.
2025-02-11 10:24:34,5,"aplikasinya sangat bagus, dan mudah digunakan✨"
2024-12-22 09:13:55,5,Aplikasi belanja gratis ongkir terlengkap dan terbaik
